plaintext	voltage
bb0756a400298c63528057efe6c39330d29532c05219926a93889873299d11c7	2.5145
53439e083d2493f066cf5504e6af0e067fa9e858e2d04d828b239ab70581570f	2.5131
c3c8ffd19a449d47ad92fa049d9cae71056be51454c4e996b13c7ec815ab4839	2.5134
229d14f2dc52f32a0249c13070924f241d6d7e051ec282fb7251590038ae626f	2.5125
b76bfc7a44dce29cb1aab99566dca204429afe197c84c4d5c7f82ca273118d60	2.5134
468237803e5583b762d57404f4328a0d9100115fd60ea8de96690a8bf380a14d	2.5117
f5c3ab86f62d64583647eacdc9d596478e86799e5224d555ead5076d6fe1514e	2.5127
68175af7344768e871568868f96ad5c542ec0a45a7f87d072d9e26d4606008ff	2.5122
165b5f08193d47b4bffaae93786e982b57f29f1995cf6a9998cc6ffafdb6f9f3	2.5112
e481da80da3395dfcc6c27408bf9848f4bcef6989abd7ba4ec7fd36c29e5cf92	2.5117
70bbc7faa3db034659841cc08c2020de6fb4479ecedf1342f9975cbe46ca5d08	2.5116
47056858b586f7debe9aa01cca8b04fc29c881e341b7a8db0ff7f45109f7e8fc	2.5137
7b6459d6e7062ccb4d30e63a1f9e0ba9fad807d23d28513b6d08e2988e03d126	2.5124
98adc504210585d1c18f43ce16fe7f0a976b98d8557735158c064e7c470a2dc7	2.5134
5946441632fe6b88f1ca6042acabc0de047006515acd6cbdafa13ee492c4dc36	2.5132
f2d479d34e9b6c0f2ec2f5557a096f8231ee0f92277a670d4ab04eb84e7e0e1d	2.5126
0e6cd18a30f3ca9d62dbcd0578c4c04f3c96fb92d12fa8f0f1026c2d022a1961	2.5131
68cc21dbf66b21d18afabeb6cef24fb74467085cf17f1183a8bacc2b9bcd0abe	2.5125
b3046c7cfc5215f6f7687d9d6e26a13aeaa0b912e415522c84cf88940f14e0ed	2.5122
cd26d228435e3ffbcc399160363aaf5bde5d7cb2e328494216842ad9d093c6c6	2.5132
9ad0b232535b6aa8765531c87ecd087f94894732b76a6c2f5d7d2a81d0e38922	2.5132
aeefa0279510a2023fe2a8759ea9ad6e4dd41896b631a31e076eb009b8c38e21	2.5132
a26a3abe9b6625aadef1e199994c2520940fb725d381321f2efb712958926547	2.512
9ee5d758ddbc2b2ae186f13b5c672100222286feb60a7d5c35c9a1e180a5ca39	2.5126
c23952062917dde4facf299d85d8432a6a9e2335a90007a090cf4e41a91de4ee	2.5134
710501cee0601461f9e511156747fb697a27f6263574535c36935747917e2d73	2.514
bac7431ec9c3a6c0f56c1ab5106e8fb42a7d1a156fac9e9308b0b00e11c7e965	2.5139
89ac9a0cf297565f054fc6ffca72a01050f98c7848b7b7e4f23199e3d522e3cf	2.515
cb74d6a940e276ad584ab0e308754d2bafcf6b70e1f8ca173ba1f2b09e4e661a	2.5115
7f14ad3a7a36fea787ffc5ea5f64aa3bd52a31e9406db8801e64a7c432e4432e	2.5136
b3853218d3f41a4ec8b6c53b52ebc5920e7f0111e15ae3efe4b981cfc68aa92d	2.512
d6d9f687ea6cf0217dcba9293a80c5c66508d11ee36149c1e7f7eea09326c4db	2.5127
c111f13aecee57d7946b4e2a39ca058e0efb1208e7fcc9bbea414fc443717d84	2.5136
1e0e0e7b02eaa92a6b2890b54ec39f012022aa39acda2fb3ef40ebfbb4b3e35e	2.5132
7c051f69ab12dd08ffd57ff1fde9897feddf1e8323a09213d2900aa31b0f7e74	2.5149
e9e125a1872cb75cdb37c0b5800792a14f7902cbac7b0b8ba5a4f685043e1b48	2.5122
d4c6640b39484177c32f809851c40e22f891a2829be67105ebe352b9ca82f4dd	2.5125
f3d7445317edd029911dcce03b0569e297645e47b7d69d4969b6c1011d74b6cf	2.5125
plaintext	voltage
69c656021c3395cab6874a02a1808f2193e4ae50a7122ea7b3003539700787aa	2.5119
c1021b5c7070f608888f2bda5555e7fc6b4ab61e85f86ff34afd13c584264937	2.512
8c261290ed533a72db1f566abac0b2d1145bee994a1f37de6fbc49f5b3e039c6	2.5127
8c068ab117d760567fdd9bbf34742b39edb71cdb43e233e06dc715d2e932de9a	2.5117
69cad7da1522e377ae2325f1f2608dfb666608c483d2536f2bf2651268e2e06a	2.5132
c873c4b3866691ea41508d7949c8c1c0f1841cbc8601904b059a03ac33fcf8e7	2.5125
2752119e454a6e2ec2522db43a8efbe62a97b8f32d623ea6bbf7b3a8c2fc6dec	2.5117
fd14407acac69ef2a291183dbbb466bb8eec309d1a3baacad6ef2205ed444039	2.5133
23072cd7a2531d3101a539691259ae395156b2ced94c3fa52e8614d9c590338e	2.5137
d55f8c11de005aad0e672a83e7f49635a99378914e2d0a35960675394e746d9f	2.5128
a809c9947efd089c04b5cf5a8381f56667c1c192c4b6ef94c7a3143fe66b5270	2.5136
31d722cfb6e7ec9cd6476d92113db09f4b0381cc0005aff18a6ab2179072414a	2.5135
3ef9061ce5c5102febf8c1e9dae453c4cd48520cacd43e9945dbfddb9fb32988	2.5128
1e1a4271e6a0da60c464801fb344e136e65ffc6d116c10ddd1b42b021503899b	2.512
6b3e292d3bbe2183f7f6605d9193851211f8a55c09498a3f7f291cfed1179edc	2.5123
0b2dd02901d6e19a0ae8d808e9854df4c8d6118b25bdc087332b0ccdc7254019	2.5117
3dd0178f9bfedc932ba6707877fa19d704034aa1330ca1b9217a61643635ad80	2.5132
98c568bffab52f65d104f45385631f3c417da140f7cbc10bb6f56b92a696a2ca	2.5123
758d0f4bbe9612b868a48538d530e6cd23be8a6d0a126ed3282a5e60fcf392d3	2.514
b41cdc8f18ff96580cd1e2297a99c6b0483266cec8b7090b998f508732101e3c	2.5127
2e1d2d611fa0fdf7d8b2096fc7cc097c374371e9316aa4dedec4a3cb642d8687	2.5121
a6546544c03eaf6e89b8eb8026f9d953b13ad15fcdd1aab05ed1a1af41ca2454	2.5135
43d41915adac70acdd0c1ffa08f3cbe8461f3ce8a8c00fcbbdb75d59192a685c	2.5135
a7987967fef4aaaf7f436cb3343ce2c829715e78520322f0a5c18430ee73a83a	2.513
33e2885262a115bcc4aad4ba89688a484b4dd76973120086e143324ae460def0	2.5119
2626daa75a546a8674a41286a82bd7621523df96b374c811b48e2c3e07e72d74	2.5141
44a2d3a7f269c9a21a56eeb979331314c7e69b40d9a085fea2693ad3725f5008	2.5114
9149531fd625b8b04b0b2b7fa1d72c1cef99c736a9532835f2fe09f0802edc5e	2.5132
d7c1d16b044cf7eae4bfdf3ed10d4306d3705d679952bb6bfb4cbbd9c79ee420	2.5129
b39ca016f41b99d3afe87b77dd059bdf8142163d66229645f657ee93feeee12d	2.5129
0f2c946c5d348b45c1e0ba1abb3b45dd872222642b89fcbd71e00fba1f27fc41	2.5134
bdbaf224d0de859beb2b73d431cf6b58737878a31c9abb7577695262989916dc	2.5127
733a477f5e829328d8ba2a15f24d781f7b6916bd0a462058449f1a9509f8f26f	2.5139
a304d3c094b64e5f9fe9dde333753f2a17ef69bcad3dd0c1d4893571caad7b44	2.5119
3382f9e7c3dd5c158548500ac202ec671736883bc78becd71a2eb59538270438	2.5132
41b17251332eca2eafb5ddb0af89e2f7e0069feec8ff415af65246b452c6fe57	2.5132
018d878842e2b7be7b345bc766cd34ceaf3c467011952066416ef6871b43c157	2.5124
c7cccf23558f54b1917a54a1ccabe8ba467888d329770ab4f3ceecd99c6b21ef	2.513
f3f0a7231cf62d303bff6f367d0130bc6e4360db82702554113ce870ab9e80e5	2.5128
c977b1b367eb48cff9fe5c784a3692de16657254e7afccd1407a9370f5796c9c	2.5132
fbe0ef688c420533e5a55d9de14bb17fc650a87bbb4c31d46503a56a75ce2de1	2.5136
0149ac7f0252f9d5904108ae85039845bf077a7fd16008554ee1dd97708bb825	2.5128
325b96db2973da7a55851d7ffdaa2bfd12e8126fa3f9801c37d55db431b79cc9	2.513
be52a49be6fd74c6d7445eef9a2d1693d9561f9000a8a044c38d67f1bac319e9	2.5128
b2afcc6aea89d17b33308524013d30058c5a98e873b8ef35883851494b54c3af	2.5139
a6c6bab396386ca14422f6c9edf8a14cd4cf9fd73874188f68cfeedbaeb2fcc2	2.5132
406e1299cc2818bc452a3400d7b5622cc63ce0cd18ceb883b0e857ace064e44a	2.5129
b50baf240016e29efaa99620e1098c1124447ada4ef9c273af3d32d6971f746d	2.5129
2f06d1c1277737cb0e58a0ce205e824229c78cdf9d40bef3378b6eed9ef36cce	2.5128
f8d62dfa6a185c8d9f961eb7331dd5e708b7ed30976f3018f5c82d80ed014550	2.5125
plaintext	voltage
a3de8d0ea798f1b2688fb6404d3e6b7f656e19e81719d9e6ffe91c7709174d4a	2.5134
fa25d42559b25a381589a18d3bb5f9961e1fbf5a2aaa55f0bec72bbbe2d703ff	2.5123
a42a564dae30a8c7127a938d74c203055e9337753b6f218dbd65b8f569f3f6ef	2.5133
2a533e48effc1728dcbb90905abc3d029b7a2004d23a987425ec4d67f0af0046	2.514
9595c15cbad011e9d44727bd8712aaa88debce06bc9be0b51f83cc9fa9478de4	2.5127
c71fa33a9bd24e7325e13e08c07227ba2f484437c6939b0edcbfb9900ffce36b	2.5128
78c5fd88352322dfa1806921319515d18c3e2c6d7b54c98c237a42ce36f2e770	2.513
90e9515129784f060fcafddb26bb25d63d9383d0814f1fd8e59846a1a6ccd2d9	2.5127
070a7bd2ba453c65f3d7aa4d488e1fef878f294b941d2abd4f7ebcd93128e40d	2.5138
cc3cdd8149a7c90577ddadec556e2122d94352be31ccb443766df51ad47e2679	2.5132
15092b296c161af39f351b80d08e5307718489bdbcf16f5c09886626809c9241	2.5127
554b195763cb8a978b1d38ce723bf9d56821af8ba4d9048bf26def53d7441357	2.5127
a6d41525c38eb632ad3b8df89794b45cb55b8f3c656e9af8e1729acc356f18c7	2.5124
d3cb5869cf2b1c3c10af74af852d293da2abd37f8066dab23b5853a0907ed51e	2.5134
7ba1e0e99e927b3f0c8610d6d9ec76cf687b4f10cc0689287d500e14b463416b	2.5128
7df32b68abc657369796ba8a0793f92eff8fb176c46e889d39f90f1baac7f04d	2.5124
bd5bee5c198b6a320adf911448fd5e787943e6f736f04510c9203be82fbaa861	2.514
85d9185630c6b88c567761da9213e5bb3b18da80b923d73504470c101ef8d2f4	2.5135
d98a949bfc447782d9cf6d018ed748143eb67735883857eeb671bd2960ee3ab0	2.5134
1ed4158516624c012ea8ef523d5047e9a620ef368658fe649769b83629e4f992	2.5134
1be8a352b2a9f7bbad914209dae60775d7dd034c3eb345e87fb9c0768d22f22f	2.5126
f5c6b6bb5e841de0d1e238375c2351f72bb33293d124c7f20e00b384d3e3ee44	2.5135
fe9fc4251b8bdf6ff15148670e3f4202f101e50f9da8fdb6707587fb5bd23b50	2.5125
ed487805b6c7f673a71febbc0fcad7987728855119dfcbe566ea6c11a2fdd0fb	2.5132
7fe229e11590c0a40afac7a6c95375566c03683a4a7ac967c275e81bb8d7d75a	2.5122
d757fd2f79f770cfb196728e967049a93fccae5d9f6d08797dbff678a2382a0b	2.5129
f74f71a253eb44fae1767f45ffa1b5bc8b1cc745c009e75921752dc90aa92a16	2.5141
f7193604f42e3a60716bd6d4e90017259c5329dd0f3ce31adc7d1a1bb9b31bf3	2.5126
edfe43e48fd5b8d99af0a91da42943416950c761455e3231550232d68fec077c	2.5137
27758be6b64f2547a2d4c6c85a15463808846b74fc2301ea17e51960f6ad42d2	2.5136
139155f8f3f3f05917929c46f1da6a865f17c47b3ffdaeeaba346a2478fcca3d	2.5126
2a9d0d02b1b50dbec0d5e918917a97602a32c7c2dbf8301d660f02d0f7f58db0	2.5131
0dc212132971f3351139cad45c506ad1809332d5623eed75de0447b19267f082	2.5136
da47d01c52a292610d756f8895e151c80d86171b469aee9e9344826e9f20b3a8	2.5123
a38074386e160185d5b97dac73687029b340729c9865f88dd4f0b3bd7d6013df	2.5132
9729cbd8eeeb391d0b9a4d62e6871b9f58a1d0e581b9de871f4b418e414c479b	2.5123
b1ef446b8b99a75f551ea52b75784ba8687a0c937671b9b6b639e4e472a655d5	2.5116
fb6fb8e5f0e976cddd9eaa607a756af3b4f6588e184c1089b60f85fbcc6847a7	2.514
546f4f4ec33f0112733ecfa38861ce9eeb82c9894a3733ebfdc57fdd4334377a	2.5123
066e361b21341f02c80a66f04ce9811b319ba94a5f15ceb3369d73c27f1a4882	2.5125
e72a8d86df703164f085be5b3b5578bf4bcfa34f5ab9455787142e3273306aae	2.5126
0ff154a17e36fafcb779986aef2a6a6157d159ea0fb95242b1006986e6d6292d	2.5124
94c33c2aa1d4a1b33cbcca1c028a1a1831dc07140060e62cf78ce5347a65f2ca	2.5128
bd14fd8e0b1f5b3522d406f4891d2a8b2efdb2b39649e2e8d890dea0a9460264	2.5118
fac3199b0c1f90e45e73c3e8ebfa9aa0e706d0439ba05696f4d1722ed035c53b	2.5136
4acad6892dfff641443146e20d99f86d97e88adbebd496e83d9df68ede69da14	2.5129
36f518062d164192452d5fa63b65c411f4858daa4d10794b41dfd6d48cdd4e9e	2.5124
11624883dda54da8e14675ff0d71fe51890b64a40802f646fb909d809b20ae3b	2.5138
90795e83330ed7d4a056719e0dd42fcc7ef9ccea6c013acefaae20f033e2bf0d	2.5117
267ed57b8c6265f67f662cb3a26bd987368fd028871ab38fd62cae597e09fb11	2.5134
plaintext	voltage
a2d8ec41a3aab364d397b364d0718d5ca240a1dd0988c99e8f7a460cfcf221e2	2.5126
a77c768672abe904608f9ad864b96a732a427dcc4a11eda36cf0dc26df365bc8	2.5134
a3dfbd135de50dd419ae3a97159b6a835bf091ec28c712fcdf4659a842907e22	2.5128
fbdc6c463dd0a53c3f2d07b086dffb9990a9c354c6214cc5e2b8b5eec4acfa9a	2.5135
de673e33986694af2896fc9b27742af3e0ef03400f85661715dd789ccdca98a3	2.5129
a6387497b6d642e4d516b4c37ec096bbcfbbc45e36167f3aca6a095f2f033785	2.5138
713778178ea69554ed0f74ea086764544811a32554f6ab83b99a4e0fe188cfa1	2.5121
119a7a85f4163d45a413aa3659d24c08833273c9f8fcd56d734157548b496cb6	2.5126
ee271f6eb5078a6e519fdf8ad1993d613ee279b58fffffdb14848364b6d384e9	2.513
d8e1a1d32bdba3703711d20ec26ed31ba58ec49e8fd42cabfc2223a96412de23	2.5122
107de340c1293903a2dbd124feec22901ff635f2515bb16d0a5a69f648602922	2.5119
6ed34dfae56f2304a0e6dcec212e6203b67acfaa1acf1b5956b3054ca466d1c7	2.5139
65b2905204c437d35a7d6d2dac09eaaee63806f9704e2127dd3aa16f616dbcb6	2.5133
f84fec584d0df30e35598332b534d75559253c89ffd805a0b2377e12fc5ee175	2.5129
d820f831c0ccd5b3da9360d181c51d371db643f2af7478f91b4cad4a388622c0	2.5138
be42f6decf81a2d0d692e18370e1d9cfdd831533d2b53ed7327cc4ed91cdf8b5	2.5119
0496d37dcadc5bb0972c925a517b55e45583bcb505e6f73affba7fc6fa9c270b	2.5113
c32f8f350f58a282f8fbad26a5c7ec4dbff6d4d02684fdcef5497d4ab3f951c6	2.5124
ba2278e25e0bee05279f635f82dcb3080a639a7372b9bd9ae9a332846a4bb440	2.5132
b5ecfb4d9e92c351a289bec33cca473618672a97ab76613bf62e6e62093c1d73	2.5127
87097438c703acaab15228c0a3062ddadacfbef2efee62c38d7e693fa636aee2	2.5128
39b4df41314061a007ba9408ba1d37f116c935e28dffbdafe789c1cc1a8b3927	2.5128
5402b224997bb4f207e2f1779617c99a539f8b4e4a335cb5edae8b0f2d6e492b	2.5117
6770525a51b3329a948a9021501ae8630b8b5ec385b3d5609b2793a09e0e0267	2.5112
79a42447fe3c92ea468b32e6c70cb9f5318d6ea116f923090ab0bd152334f361	2.512
462a182ac073eaba90dd18593626eda6e69bcf9cee79944c5315cb2db09a02eb	2.5128
5355dc4c471572ea5bd12db7c63f1f7f0ec7b130f7cd7949bb6c125baa4653ef	2.5125
3e16f8c9403bfe8bae6b0500c0f3a97648ea8389929b12135b4a8ae1a5251083	2.5135
1447eb1063ef1a922c6ffeda9edac4673fae7c473e6a64f40a59f71041bb49dd	2.5125
31216e5f5621aebd7d9416047e53d124b6abe7eedbe55a132eb53c18c12095fe	2.5115
86fa64c74243fb9430d8b93fb898324d520c46b8d22ad2c9a91c0d932310a68a	2.5126
eb1b8a7ac3fcfbb775129538a70ec62529195750586c29c84600d8798c34723d	2.5138
bfc87753273e764bc979a2bf4a7a9e29708973618ad7cd38f9d4ca96682f8d65	2.5124
46f3a3ad6a503d065c073e96373b72ecc684384629a2465e15e6d06c7a9d766b	2.5123
a301dfd9de1c71906fd2eef7acfff6a430eafaae6c3daecd9933a500d67ab0fc	2.5126
7f873c34a5699afbb198c90f730ca3a9bbf49d9910f5b77628f25b29c2696360	2.5125
e2be317fb13003a98cc215568a645113ccd1a36bdb8864f12012503ac1c59a0c	2.5124
713197f27ae306c455bb0e91e5ca30df1cf76d3eee29d35466a5ab3a49fb247d	2.5131
34f215eac9682ca6736870f90d34c407f0f2153bcd6f929d5dc3709f28e448cc	2.5127
57663b24b5e9ef12f6a238e4d1f8f1054d93b8e3f207819b0dbee93180944fcf	2.513
cd29838715c8c99bb3fdd6c4716ef978ce428b4c8d691b637bdee94c449ca598	2.5128
7014a9790c72ca39a32f5e1025bf444017a9f7a353e0f95549220f9c0397eeff	2.5119
b35362e31d6a11a683f94b4a877e0719b6404155a6dca84558e0f275e9319196	2.5125
ca23b3bc66f69016bf703b6d2e0559095549211bc12fbd9db9a8c0ec4f93574a	2.5122
a3f463183dbd89fa170c3056f1bd99e91b3fa254d4dd5034941a97fb4cc9f31d	2.5132
473884f14b113a2e3212586c6881c38d6cccccbb626018d9c4f5885f44f92034	2.5141
30676bd328e13b484ad399a5be75b1f67bc1a9db1744ff5f47646d69c028cb59	2.5134
c34b5bfa911fc25da1ae76464868dd777a338377cedccf42f5299f0f8c84e634	2.5134
09697b8dbb25c7a2f31460d63a1ece483d3129e0dd01d7273477f3726e2b77f2	2.5139
a5c7d78dd308894b378e0ad178863b65d6a9bacd089c1fcfd9be0f6563cde1f0	2.5125
plaintext	voltage
08ea60c696e6b67e7a16315afa6e590143e3c1f435e6bc4a735ea102b89d310a	2.5132
9df40b3ef211689d5af27031bc535b33db22dcb09e7d1191d962f33cd0f064a1	2.5121
e828f32276fe2684017f3a1641f220c072c5882fffa3505bd951333a2a30872d	2.5123
bf1ada003ab24b8b45c9a102afcae75a349950852f3c92e108033fc8abfba054	2.5131
9959d72c244c667c07f14300d86876c6dc47415665d60e4a3ed2cd5842e4f828	2.5141
4949468470deaabc37432383aca330b4e042309a66591d4bbf21fb5db965db79	2.514
fe6dc27b947086a29c7f7de8c810f3f3e2518e71570b3205939fcbcdae32fea8	2.5127
e2741433c1fe2afacd6e3b4b4f6c79da6c1ba273fca1439cce6cbc3e2f0b34c1	2.5127
861c7663bc2379c0811a28f426c1a95f8695776148b32c2f97cd90428b5077c6	2.512
4be1308d4d205e91f4ad3fc2ec41ed8abc78b9954ea55461c52740b9bb394d7a	2.5122
5adb669fc590496355d46a8a048b9bf28e35fc9849bdc3a14b57447df31df2eb	2.5131
4677b272fa70e26b5ab6e3eaf2395cb13e36ab37b47c0282ba8e474272fcc129	2.5121
4907f864ce34b7d85f58be369091f1a93db1849a942195694bf4458e04f3bd85	2.5132
625f316362724a4be1d5b2a57cd11fc30aed701718f0f210b51b641dbb8571ee	2.5138
efd54c39511f67043359ad0af83b0e97659cea61486a64741e7b5d7a0bdd6827	2.5144
edd6ff75c231628a1f4921793dc30eb666a24862074a1d8778daad8b06e3bb07	2.5129
cae75fe4ad87bd7f40a4d18887501afbdd0a721a6e031a9f176d76c6dcf290c3	2.5144
2d7ed1125cbf5a9c7ebfb32ea12c67cc541a0265ca167c5556bb9a2becc6983b	2.5123
cc0f4062805338bcb3981e5b585328ce008c5e542a4b906818f13122055e11e5	2.512
31ea36b6a317910cf9526a233cfd654003ed319e91eb0d6de688ef5c2f6a74dd	2.5128
b5f858e53920408fa74220389bcb77c4e6c19f8ccb167bd0dd3c4121fb3984c5	2.5134
e26851bc2c9e1965ccae943ac7e5ac55cdbe10b1837d64dee303add8a8a8965f	2.5119
2ae6d87c24fa2b5ce965d2c1c1368065705f02f072fc3ae054861d0d89de5ac9	2.5125
b139c9f89a1e53d3dd2d86fe544fa4aa510b8a78c75405eb29f15fbd0305bd19	2.5141
35a5443e96258472c998263363dcd2f132867c19fe2d0b32a055608c2f8c4d62	2.5123
42511e6e9634a13a22e94024f3521fdac0aab599f9f7066e50b319209a698d7a	2.5126
3c3a24e94fec742941d4720b9ec6a21c498cfe196d95b1a399ec4bc7b1be5088	2.5132
1490142e028ee6dc30a3670ed2c30093e1300ab12af7f88fb78f498479ffc91f	2.5129
3e2a0b40850b7c5ebb2c840e7aafb010670ed58d68868a8f29d45674242c952f	2.5116
869347cd062c0f861053ee4c4b0ffd44d4a226d5b58c377c3be7cffa76067c8f	2.5119
36bcf0ef1268280db77b2b3431981889414f98f92ee08610fa75143d5bf16e49	2.5135
1365c6d91b04b6416b1b2e9611537cff09ffb7f0f3c1a2c73977785ec99a1fba	2.5129
a10b897fbb0fb71297494ef9693cfc1c71a0a89a461ba27dce48caa5470058ee	2.5131
67b51f4bfc3fe86d71d609af10c97aa8ff91c3d90c258420b39c74c9a0ad6f55	2.5125
439b69e95d9778ddf2bef4a997ca381914a32a95701406bc8e3d98784796b1d6	2.5119
5008f240c65ad870b75e042768d9139142a185ac3cba6eaa66caca5432c3a950	2.5146
0f37a242601ecce3d2118a4b1df52665a34ca24a462619bab6b17082fd6f8d2b	2.5133
8ef8ff071133f5d0d95e1956e5e858db1dd0211b9f84cd79cf1397367e510cf1	2.5122
2fee404f1b0ec1f9a41426bf8c0af666cfba1ca0b05bd9c8942d9b76cc06e045	2.5124
7fc86ed423078761e55d86e69a7e2def85a2eeaf29b994400cc29fc3104c920b	2.5127
682dd8c7e7fee392e8c794a33d7abd671668795e9c289fc39848a7977b61c5a2	2.5133
bb294be8ccb082b93dbe50a5f5ad539a531c0ae02a6a39c5baaa8bce475b4523	2.5118
fce3b7274820d5e3586f351e59b3cbcab457f92a842a12f47e73b791673eed83	2.5134
68ddce271417160a2cee2f60c60712e125effb3ddd096c640e1cdeb027d48f7c	2.5132
1f3aee0036773ef15b339eaeb7b2c3b5d7a93588736cb7acf07d52793bbf379e	2.5132
1f82219988689c6293f9bac57c3937f4e119ec2da7cc0506280e4da6476e0031	2.5128
c284fb3945f29ee027653edd4df17797b2cedc634afd00e6070dea9e44febdde	2.5118
95f2f803155b5eb21ca5115bf57002827881cdba2a324b2207cc9bbe4b365530	2.5121
da9a6a8771beedd611f8a3624533286104b4ebed21c394d05984d531ce4bfd5b	2.513
a142877a7e1c769ea49485eeeb23f428df523a9af0cabf925cf8d39bc4845839	2.513
plaintext	voltage
82cb103c901db8a959ae453be1b6432f4cb66cda7e21696da278acba56e0de7b	2.5131
34ef9c28c194c4b8e900eac1b563c38f57fee90bbbd10ee50f9c2378b24a2b22	2.5134
e79490c8b2e25f31097f015634bf6ba8d1827af202d0280aac1c6de8daa00d4e	2.5124
149659592e3be6ef0291f1e750447f248aa23972f183832cfec842eb6aae5363	2.5136
bc0974ef2d1aeeb6635b07feff5c87ab1cee28c65b1780ef2f083646ec165d67	2.5117
6b798cf6ee6dd71c614b0d19c452af294674cb6c63bcc45fb8df2f411beb5c8e	2.5141
96f3e188cde49161607958664c6dc3a43e261f3616af63c272637e4f2519a219	2.5134
3da3b083c45405a942899ae343c3fbce3a105a28215ab38f1f2af1a9a10bd168	2.5115
1b3122dd45f7a5146353335df4f3b0d561ed98b580d388f53eb93dcfeb534533	2.5131
1323cfec450d6feba075907b74ef32eb9ef022806c328cd5ee90e615bc69516a	2.5141
9112e100f881f13b2b108e580a298a2a685d46e192ad4fecb838a68a49fe6969	2.5138
35b70f9eff1daeb54130cdb2f00d720109151f040ba78c9733fbf97e2e442212	2.5136
4390129359658c15b8f496806151b93532348a0b92d6874fed1851842b6ce0a7	2.5142
3775ffa35fd2e6d48da9a884311a8c83cbdbcca29f6c43b1e2679cca8b18f617	2.5122
b69e898252d44f9cd23e551058eedf984f65396918b65549220e7dbf37073e95	2.5126
4b3ef662c6c045fbd15e05997d60332779d59f2ce6b163d76ebbacea409fda67	2.5128
f9876bd3fc688387980b2420491308a61a2641e8fff9bd461f5dba28c66e6346	2.5139
ddf704b0700d6129d8523c568f990644fb4d2e6fc54de2ce879a213b8ffaf9fb	2.5131
d9903e09e90e91b3ee257ff81c847b70f2858ff6d8279efdfdcbbcfb43b2b3d3	2.5136
9d107a830503cb19ce7f94e74eb3a950b0927469acfa07dd1d5a9bbf742aaa01	2.5131
cddfd56cc8334d3cbf7a320837beef0459608b91d3f2e15976bb0c57055f803d	2.5136
d8776a8fae750038653ad2b02228d3a372635df2e9be7b35246f97cd62532cb2	2.5123
d682a3b5c5e5c6ee8d7310b82c1d269bbd13331c0f5861bc75210f37dc5c03f9	2.5119
5583f096f3507fe90a13e68883abef854700fbf27d12c3da7b3540d12751f309	2.5129
dc4880abf65de8944637b1c49aff6b85cbeb6e768e6105fa9e8b1b6ffb68ec55	2.5128
0b35cecfdf744671b8a8b7e1d70814c92b10f401e4bb3a97498f0f7938bad9f2	2.512
fef1181d1ae5f546af39d4119e3d8d493fee67751d0c739f6836764ec69a5f66	2.5124
caa8b79287bcee44fb6cbd15f50232eedc012fe1d4a2f5ea369da3940178b34a	2.5131
c65649c8ea7e864babe6479e977ca8c21ce175feadc006ee3434a20cefd6a365	2.5136
d03b2722c63293105f7128b626572885f66fe8031ac5de8f8f65f86baab0e15a	2.5124
126922c93634bfd062458c29b05cd2abab0fb8ea1ce92cda62d8f5fa8b34d916	2.5127
3af1c4c3ad55fd3d5ebcd3d351b8046daa6ac83330738e00f7f4c0f6f2015e0c	2.5117
6880f0d4a382baf85c3c5a358225a168a944021811c7d5a38504ae180f43442c	2.512
7ef04e8faee59b77a29a699bcd15ffe3dee69ac8a35664807942aac46e144dde	2.5121
eb86e71b9872336c7cb5a8008cef602618bee8db32a2b355116b83f44c216dbf	2.5136
cd345174fa9266d3d8f46c3749ac32450672be4850ce1595ff4451df67217967	2.5124
abb78ac3ca38109ace2c50320e4f75fda98e0cb39ac456a8c5328cdf93588bf2	2.512
4431fcfbf8f4edc5493b51159ea26e539864596a171dec786ef14088e21e6a25	2.5129
7d70a1b2615aa6b8fcac27715f913499b4d2c5a4bd24fa236691b253a0fe1d0c	2.5107
d596e4a5a357eae079cc48ca6423d3cf48006b09813a4f853437652d32a05de7	2.5133
c9ae1de935bcf43c5224b49ded0565e07a7f40da2dc963be08fdd70dcb46fd97	2.5135
a44b0740b1e073399b2c5d8c21e5cff00726bbc739d85801169a27ada2fe2cd3	2.5127
3732e32277489a2885b5dc72d684b342532fe9a2a6b522563fd232068022399a	2.5128
b298d249f9ebfdd15e53c54c56ae4c817c2bdd7b5c7800661f66d358732c6875	2.5118
1480aae498bd821e7defc5440d151047bf34d82ee6ee28a966346efc63b3b4f5	2.5128
9efc6cc787160017100fcae81f657c7c57f82ae4e2632a56a087fbe4d87a1758	2.5122
657b4456c1e9790191e55e6aa85a77936d1bcbe796617e205aa50ae3603a4645	2.5123
eb2bf66bd4cad433bc89df9f2f0696662d6573773b161d3a4a8f28997f8aae26	2.5119
7503992206f295750d883e9b7a9ac0cbef297b210fb899e8cbd25d9e2e7994fa	2.5122
a8ac5bb94e06c1918970874c8030ef0244845c1c3053924c43015a4274119a1e	2.5131
plaintext	voltage
b2927d2245ee69f5d911adf096fbc2ee15563cec35dcba1fde813df751b5c528	2.5136
a858f4e04f15a10cb395d2472169eaec28d0c62af780ec8431fb1d2c591b65c8	2.5136
9f0c6856aca5ffcf2f6a41ac8875b6e89002b2e75c9337b89bce26c0252a2303	2.5123
951f3e521a7ae636de959f32697392e6d260f7666e0ef2cd6a9d832421f57374	2.5127
